TF	EntrezID	Complex_Name	PubMedID	Proteins	V2	V2	V2	V2	V2	SYMBOL	GENE_ID_Check
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	KAT2B	49	55	38	139	45	KAT2B	ENSG00000114166
GTF2F1	2962	RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	9710619	CCNC	709	500	472	437	119	CCNC	ENSG00000112237
GTF2F1	2962	RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	9710619	GTF2F1	654	292	727	1027	158	GTF2F1	ENSG00000125651
GTF2F1	2962	RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	9710619	CDK8	213	48	61	107	41	CDK8	ENSG00000132964
GTF2F1	2962	RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	9710619	CCNH	145	150	167	188	68	CCNH	ENSG00000134480
GTF2F1	2962	RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	9710619	SMARCB1	646	49	333	315	46	SMARCB1	ENSG00000099956
GTF2F1	2962	RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	9710619	MED21	262	125	156	145	48	MED21	ENSG00000152944
GTF2F1	2962	RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	9710619	SMARCC2	456	1051	759	843	445	SMARCC2	ENSG00000139613
GTF2F1	2962	RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	9710619	SMARCC1	1388	954	1645	3548	418	SMARCC1	ENSG00000173473
GTF2F1	2962	Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)	15711563	POLR2A	1323	1442	725	904	395	POLR2A	ENSG00000181222
GTF2F1	2962	Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)	15711563	GTF2F1	654	292	727	1027	158	GTF2F1	ENSG00000125651
GTF2F1	2962	Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)	15711563	HNRNPU	6421	2518	6830	6656	1392	HNRNPU	ENSG00000153187
RFX1	5989	No complex	No complex	RFX1	140	146	137	222	45	RFX1	ENSG00000132005
NR2F6	2063	No complex	No complex	NR2F6	646	240	909	607	87	NR2F6	ENSG00000160113
JUND	3727	JUND-FOSB-SMAD3-SMAD4 complex	10942775	JUND	2988	735	1598	1624	189	JUND	ENSG00000130522
JUND	3727	JUND-FOSB-SMAD3-SMAD4 complex	10942775	FOSB	2006	3894	3	941	112	FOSB	ENSG00000125740
JUND	3727	JUND-FOSB-SMAD3-SMAD4 complex	10942775	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
JUND	3727	JUND-FOSB-SMAD3-SMAD4 complex	10942775	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
JUND	3727	JUND-TAP1 complex	8939957	JUND	2988	735	1598	1624	189	JUND	ENSG00000130522
JUND	3727	JUND-TAP1 complex	8939957	TAP1	15	21	78	70	19	TAP1	ENSG00000168394
CEBPG	1054	No complex	No complex	CEBPG	837	104	393	353	35	CEBPG	ENSG00000153879
USF2	7392	USF1-USF2 complex	14573800	USF1	442	225	265	658	143	USF1	ENSG00000158773
USF2	7392	USF1-USF2 complex	14573800	USF2	648	340	897	602	121	USF2	ENSG00000105698
ERF	2077	No complex	No complex	ERF	1665	151	480	481	40	ERF	ENSG00000105722
BCL3	602	ESR1-RELA-BCL3-NCOA3 complex	16331275	ESR1	12	26	55	12	199	ESR1	ENSG00000091831
BCL3	602	ESR1-RELA-BCL3-NCOA3 complex	16331275	BCL3	111	91	358	439	86	BCL3	ENSG00000069399
BCL3	602	ESR1-RELA-BCL3-NCOA3 complex	16331275	RELA	344	309	263	493	116	RELA	ENSG00000173039
BCL3	602	ESR1-RELA-BCL3-NCOA3 complex	16331275	NCOA3	1254	1020	1400	1244	422	NCOA3	ENSG00000124151
RELB	5971	hs4 enhancer complex (slow migrating complex)	14707079	YY1	1112	2031	1647	1314	322	YY1	ENSG00000100811
RELB	5971	hs4 enhancer complex (slow migrating complex)	14707079	RELB	123	90	87	216	52	RELB	ENSG00000104856
RELB	5971	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	14743216	NFKBIE	64	45	290	194	12	NFKBIE	ENSG00000146232
RELB	5971	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	14743216	KPNA3	1731	221	358	446	87	KPNA3	ENSG00000102753
RELB	5971	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	14743216	CHUK	175	95	131	186	53	CHUK	ENSG00000213341
RELB	5971	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	14743216	NFKB1	258	109	166	419	81	NFKB1	ENSG00000109320
RELB	5971	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	14743216	NFKBIA	1429	506	554	1687	178	NFKBIA	ENSG00000100906
RELB	5971	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	14743216	NFKB2	647	486	1313	1679	321	NFKB2	ENSG00000077150
RELB	5971	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	14743216	RELB	123	90	87	216	52	RELB	ENSG00000104856
RELB	5971	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	14743216	RELA	344	309	263	493	116	RELA	ENSG00000173039
RELB	5971	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	14743216	REL	241	165	195	187	136	REL	ENSG00000162924
RELB	5971	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	14743216	NFKBIB	470	160	583	330	54	NFKBIB	ENSG00000104825
RELB	5971	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	14743216	TNIP2	443	157	212	443	57	TNIP2	ENSG00000168884
RELB	5971	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	14743216	IKBKG	47	18	23	12	6	IKBKG	ENSG00000269335
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	DDX3X	4048	4312	2644	2792	682	DDX3X	ENSG00000215301
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	CHUK	175	95	131	186	53	CHUK	ENSG00000213341
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	NFKB1	258	109	166	419	81	NFKB1	ENSG00000109320
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	NFKBIA	1429	506	554	1687	178	NFKBIA	ENSG00000100906
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	MAP3K8	85	227	250	85	92	MAP3K8	ENSG00000107968
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	RPS13	6064	494	3976	3043	287	RPS13	ENSG00000110700
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	RPL30	1578	174	1467	1553	199	RPL30	ENSG00000156482
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	GTF2I	107	67	76	176	150	GTF2I	ENSG00000263001
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	NFKB2	647	486	1313	1679	321	NFKB2	ENSG00000077150
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	RELB	123	90	87	216	52	RELB	ENSG00000104856
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	RPL6	6476	1022	14427	7693	1483	RPL6	ENSG00000089009
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	RELA	344	309	263	493	116	RELA	ENSG00000173039
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	REL	241	165	195	187	136	REL	ENSG00000162924
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	NFKBIB	470	160	583	330	54	NFKBIB	ENSG00000104825
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	TNIP2	443	157	212	443	57	TNIP2	ENSG00000168884
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	GLG1	2032	1383	1418	2396	536	GLG1	ENSG00000090863
RELB	5971	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	14743216	IKBKG	47	18	23	12	6	IKBKG	ENSG00000269335
ZNF524	147807	No complex	No complex	ZNF524	72	25	78	146	18	ZNF524	ENSG00000171443
ZNF71	58491	No complex	No complex	ZNF71	90	17	28	105	19	ZNF71	ENSG00000197951
ZNF324	25799	No complex	No complex	ZNF324	91	111	68	191	68	ZNF324	ENSG00000083812
MZF1	7593	No complex	No complex	MZF1	83	293	103	327	203	MZF1	ENSG00000099326
TGIF2	60436	No complex	No complex	TGIF2	380	79	109	303	66	TGIF2	ENSG00000118707
HNF4A	3172	HNF4A-SUB1 complex	17317687	HNF4A	3690	52	245	70	33	HNF4A	ENSG00000101076
HNF4A	3172	HNF4A-SUB1 complex	17317687	SUB1	1700	280	1250	1003	156	SUB1	ENSG00000113387
CEBPB	1051	No complex	No complex	CEBPB	279	295	1469	195	84	CEBPB	ENSG00000172216
GABPA	2551	No complex	No complex	GABPA	227	129	116	149	46	GABPA	ENSG00000154727
BACH1	571	BRCA1 B complex	17525340	BACH1	407	267	385	297	125	BACH1	ENSG00000156273
BACH1	571	BRCA1 B complex	17525340	BRCA1	519	307	297	675	107	BRCA1	ENSG00000012048
BACH1	571	BRCA1 B complex	17525340	BARD1	252	85	100	221	47	BARD1	ENSG00000138376
BACH1	571	BRCA1-BARD1-BACH1-DNA damage complex II	16391231	BACH1	407	267	385	297	125	BACH1	ENSG00000156273
BACH1	571	BRCA1-BARD1-BACH1-DNA damage complex II	16391231	NBN	284	584	680	1487	134	NBN	ENSG00000104320
BACH1	571	BRCA1-BARD1-BACH1-DNA damage complex II	16391231	BRCA1	519	307	297	675	107	BRCA1	ENSG00000012048
BACH1	571	BRCA1-BARD1-BACH1-DNA damage complex II	16391231	MRE11A	524	398	243	244	136	MRE11A	ENSG00000020922
BACH1	571	BRCA1-BARD1-BACH1-DNA damage complex II	16391231	TOPBP1	1046	281	347	505	166	TOPBP1	ENSG00000163781
BACH1	571	BRCA1-BARD1-BACH1-DNA damage complex II	16391231	RAD50	34	52	33	58	27	RAD50	ENSG00000113522
BACH1	571	BRCA1-BARD1-BACH1-DNA damage complex II	16391231	RBBP8	144	351	1188	960	120	RBBP8	ENSG00000101773
BACH1	571	BRCA1-BARD1-BACH1-DNA damage complex II	16391231	BARD1	252	85	100	221	47	BARD1	ENSG00000138376
BACH1	571	BRCA1-BARD1-BACH1-DNA damage complex I	16391231	BACH1	407	267	385	297	125	BACH1	ENSG00000156273
BACH1	571	BRCA1-BARD1-BACH1-DNA damage complex I	16391231	BRCA1	519	307	297	675	107	BRCA1	ENSG00000012048
BACH1	571	BRCA1-BARD1-BACH1-DNA damage complex I	16391231	MLH1	201	91	93	302	74	MLH1	ENSG00000076242
BACH1	571	BRCA1-BARD1-BACH1-DNA damage complex I	16391231	MSH6	1063	229	385	390	124	MSH6	ENSG00000116062
BACH1	571	BRCA1-BARD1-BACH1-DNA damage complex I	16391231	TOPBP1	1046	281	347	505	166	TOPBP1	ENSG00000163781
BACH1	571	BRCA1-BARD1-BACH1-DNA damage complex I	16391231	BARD1	252	85	100	221	47	BARD1	ENSG00000138376
PKNOX1	5316	No complex	No complex	PKNOX1	165	505	558	254	365	PKNOX1	ENSG00000160199
PATZ1	23598	No complex	No complex	PATZ1	524	238	475	557	95	PATZ1	ENSG00000100105
EP300	2033	Multisubunit ACTR coactivator complex	9267036	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	Multisubunit ACTR coactivator complex	9267036	CREBBP	1105	1083	633	1133	400	CREBBP	ENSG00000005339
EP300	2033	Multisubunit ACTR coactivator complex	9267036	KAT2B	49	55	38	139	45	KAT2B	ENSG00000114166
EP300	2033	Multisubunit ACTR coactivator complex	9267036	NCOA3	1254	1020	1400	1244	422	NCOA3	ENSG00000124151
EP300	2033	p300-MDM2-p53 protein complex	11070080	TP53	630	334	825	1156	128	TP53	ENSG00000141510
EP300	2033	p300-MDM2-p53 protein complex	11070080	MDM2	2395	3443	5342	2862	1084	MDM2	ENSG00000135679
EP300	2033	p300-MDM2-p53 protein complex	11070080	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	p300-CBP-p270-SWI/SNF complex	9584200	ARID1A	1332	749	1296	1467	667	ARID1A	ENSG00000117713
EP300	2033	p300-CBP-p270-SWI/SNF complex	9584200	SMARCA4	1707	1914	3416	3403	1090	SMARCA4	ENSG00000127616
EP300	2033	p300-CBP-p270-SWI/SNF complex	9584200	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	p300-CBP-p270-SWI/SNF complex	9584200	SMARCB1	646	49	333	315	46	SMARCB1	ENSG00000099956
EP300	2033	p300-CBP-p270-SWI/SNF complex	9584200	SMARCC2	456	1051	759	843	445	SMARCC2	ENSG00000139613
EP300	2033	p300-CBP-p270-SWI/SNF complex	9584200	CREBBP	1105	1083	633	1133	400	CREBBP	ENSG00000005339
EP300	2033	p300-CBP-p270-SWI/SNF complex	9584200	SMARCC1	1388	954	1645	3548	418	SMARCC1	ENSG00000173473
EP300	2033	p300-CBP-p270 complex	8995708	ARID1A	1332	749	1296	1467	667	ARID1A	ENSG00000117713
EP300	2033	p300-CBP-p270 complex	8995708	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	p300-CBP-p270 complex	8995708	CREBBP	1105	1083	633	1133	400	CREBBP	ENSG00000005339
EP300	2033	p33ING1b-p300 complex	12015309	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	p33ING1b-p300 complex	12015309	ING1	289	172	104	161	44	ING1	ENSG00000153487
EP300	2033	ING1-p300-PCNA complex	12015309	PCNA	825	106	220	526	51	PCNA	ENSG00000132646
EP300	2033	ING1-p300-PCNA complex	12015309	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	ING1-p300-PCNA complex	12015309	ING1	289	172	104	161	44	ING1	ENSG00000153487
EP300	2033	pRb2/p130-multimolecular complex (RB2, E2F5, HDAC1, SUV39H1, P300)	12789259	SUV39H1	303	26	78	79	8	SUV39H1	ENSG00000101945
EP300	2033	pRb2/p130-multimolecular complex (RB2, E2F5, HDAC1, SUV39H1, P300)	12789259	RBL2	176	252	210	285	105	RBL2	ENSG00000103479
EP300	2033	pRb2/p130-multimolecular complex (RB2, E2F5, HDAC1, SUV39H1, P300)	12789259	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	pRb2/p130-multimolecular complex (RB2, E2F5, HDAC1, SUV39H1, P300)	12789259	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
EP300	2033	pRb2/p130-multimolecular complex (RB2, E2F5, HDAC1, SUV39H1, P300)	12789259	E2F5	125	66	125	209	52	E2F5	ENSG00000133740
EP300	2033	p300-SMAD1-STAT3 complex	10205054	STAT3	585	2496	5365	9738	1024	STAT3	ENSG00000168610
EP300	2033	p300-SMAD1-STAT3 complex	10205054	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	p300-SMAD1-STAT3 complex	10205054	SMAD1	54	135	134	296	63	SMAD1	ENSG00000170365
EP300	2033	PIAS3-SMAD3-P300 complex	14691252	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
EP300	2033	PIAS3-SMAD3-P300 complex	14691252	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	PIAS3-SMAD3-P300 complex	14691252	PIAS3	150	498	185	254	80	PIAS3	ENSG00000131788
EP300	2033	HES1 promoter corepressor complex	15546612	POLR2A	1323	1442	725	904	395	POLR2A	ENSG00000181222
EP300	2033	HES1 promoter corepressor complex	15546612	CDK7	205	72	708	240	50	CDK7	ENSG00000134058
EP300	2033	HES1 promoter corepressor complex	15546612	RBPJ	574	474	644	1086	270	RBPJ	ENSG00000168214
EP300	2033	HES1 promoter corepressor complex	15546612	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	HES1 promoter corepressor complex	15546612	SUPT6H	1786	1320	1868	1983	431	SUPT6H	ENSG00000109111
EP300	2033	HES1 promoter corepressor complex	15546612	CREBBP	1105	1083	633	1133	400	CREBBP	ENSG00000005339
EP300	2033	HES1 promoter-Notch enhancer complex	15546612	CCNT1	678	473	347	445	239	CCNT1	ENSG00000129315
EP300	2033	HES1 promoter-Notch enhancer complex	15546612	POLR2A	1323	1442	725	904	395	POLR2A	ENSG00000181222
EP300	2033	HES1 promoter-Notch enhancer complex	15546612	NOTCH1	189	202	154	284	188	NOTCH1	ENSG00000148400
EP300	2033	HES1 promoter-Notch enhancer complex	15546612	CDK8	213	48	61	107	41	CDK8	ENSG00000132964
EP300	2033	HES1 promoter-Notch enhancer complex	15546612	CDK7	205	72	708	240	50	CDK7	ENSG00000134058
EP300	2033	HES1 promoter-Notch enhancer complex	15546612	CDK9	472	312	397	395	121	CDK9	ENSG00000136807
EP300	2033	HES1 promoter-Notch enhancer complex	15546612	RBPJ	574	474	644	1086	270	RBPJ	ENSG00000168214
EP300	2033	HES1 promoter-Notch enhancer complex	15546612	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	HES1 promoter-Notch enhancer complex	15546612	MED1	796	461	1122	1262	186	MED1	ENSG00000125686
EP300	2033	HES1 promoter-Notch enhancer complex	15546612	SUPT6H	1786	1320	1868	1983	431	SUPT6H	ENSG00000109111
EP300	2033	HES1 promoter-Notch enhancer complex	15546612	MAML1	430	142	282	351	110	MAML1	ENSG00000161021
EP300	2033	HES1 promoter-Notch enhancer complex	15546612	INPP5K	398	93	247	399	127	INPP5K	ENSG00000132376
EP300	2033	HES1 promoter-Notch enhancer complex	15546612	SUPT16H	1584	399	917	1243	273	SUPT16H	ENSG00000092201
EP300	2033	SMAD1-P300 complex	10673036	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	SMAD1-P300 complex	10673036	SMAD1	54	135	134	296	63	SMAD1	ENSG00000170365
EP300	2033	RBL2 complex (E2F4, E2F5, HDAC1, SUV39H1, P300, RBL2)	12789259	SUV39H1	303	26	78	79	8	SUV39H1	ENSG00000101945
EP300	2033	RBL2 complex (E2F4, E2F5, HDAC1, SUV39H1, P300, RBL2)	12789259	RBL2	176	252	210	285	105	RBL2	ENSG00000103479
EP300	2033	RBL2 complex (E2F4, E2F5, HDAC1, SUV39H1, P300, RBL2)	12789259	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	RBL2 complex (E2F4, E2F5, HDAC1, SUV39H1, P300, RBL2)	12789259	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
EP300	2033	RBL2 complex (E2F4, E2F5, HDAC1, SUV39H1, P300, RBL2)	12789259	E2F5	125	66	125	209	52	E2F5	ENSG00000133740
EP300	2033	RBL2 complex (E2F4, E2F5, HDAC1, SUV39H1, P300, RBL2)	12789259	E2F4	423	326	201	509	114	E2F4	ENSG00000205250
EP300	2033	TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex	15782138	TCF4	282	592	474	794	989	TCF4	ENSG00000196628
EP300	2033	TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex	15782138	CTNNB1	3975	1198	1640	3910	797	CTNNB1	ENSG00000168036
EP300	2033	TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex	15782138	SUMO1	626	128	583	998	61	SUMO1	ENSG00000116030
EP300	2033	TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex	15782138	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex	15782138	HDAC6	540	329	369	386	171	HDAC6	ENSG00000094631
EP300	2033	TCF4-CTNNB1-EP300 complex	15782138	TCF4	282	592	474	794	989	TCF4	ENSG00000196628
EP300	2033	TCF4-CTNNB1-EP300 complex	15782138	CTNNB1	3975	1198	1640	3910	797	CTNNB1	ENSG00000168036
EP300	2033	TCF4-CTNNB1-EP300 complex	15782138	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	EGR-EP300 complex	15225550	EGR1	5659	4430	145	3766	656	EGR1	ENSG00000120738
EP300	2033	EGR-EP300 complex	15225550	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	Estrogen receptor complex (ESR1, EP300, NCOA1)	8876171	ESR1	12	26	55	12	199	ESR1	ENSG00000091831
EP300	2033	Estrogen receptor complex (ESR1, EP300, NCOA1)	8876171	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	Estrogen receptor complex (ESR1, EP300, NCOA1)	8876171	NCOA1	590	615	763	530	195	NCOA1	ENSG00000084676
EP300	2033	AML1-HIPK2-p300 complex	16917507	RUNX1	229	687	131	613	180	RUNX1	ENSG00000159216
EP300	2033	AML1-HIPK2-p300 complex	16917507	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	AML1-HIPK2-p300 complex	16917507	HIPK2	1908	607	2192	4949	594	HIPK2	ENSG00000064393
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	MED7	147	122	126	259	38	MED7	ENSG00000155868
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	MED14	618	331	286	306	135	MED14	ENSG00000180182
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	MED24	685	632	425	1171	243	MED24	ENSG00000008838
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	MED6	204	110	103	177	99	MED6	ENSG00000133997
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	ESR1	12	26	55	12	199	ESR1	ENSG00000091831
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	CCNC	709	500	472	437	119	CCNC	ENSG00000112237
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	CDK8	213	48	61	107	41	CDK8	ENSG00000132964
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	MED21	262	125	156	145	48	MED21	ENSG00000152944
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	MED1	796	461	1122	1262	186	MED1	ENSG00000125686
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	NCOA1	590	615	763	530	195	NCOA1	ENSG00000084676
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	MED12	518	268	321	353	138	MED12	ENSG00000184634
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	MED10	184	49	303	169	36	MED10	ENSG00000133398
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	MED20	143	93	162	130	34	MED20	ENSG00000124641
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	MED17	83	252	104	106	52	MED17	ENSG00000042429
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	MED13	1382	1041	1521	1521	485	MED13	ENSG00000108510
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	MED23	177	325	325	286	145	MED23	ENSG00000112282
EP300	2033	ESR1-TRAP/Mediator coactivator-complex	11867769	MED16	409	108	209	405	86	MED16	ENSG00000175221
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	MED7	147	122	126	259	38	MED7	ENSG00000155868
